ID,ladoMSANLEFT,ladoMSANRIGHT,ladocabeceraLEFT,ladocabeceraRIGHT,"Nombre del cable",Filamento
267,"CP 6413121 FIL 83
FCA RA02F SPL-5","MSAN 8411-RAHU 1-3-8","MSAN 8411-RAHU 1-3-8
FCA RA02F SPL-5","CP 6413121 FIL 83",6413121,83
268,"CP 6413270 FIL 201
FCA VTSTF SPL-9","MSAN 8411-RAHU 1-4-1","MSAN 8411-RAHU 1-4-1
FCA VTSTF SPL-9","CP 6413270 FIL 201",6413270,201
269,"CE C/E STx-MDF FIL 5
FCA RAHUF SPL-3","MSAN 8411-RAHU 1-4-2","MSAN 8411-RAHU 1-4-2
FCA RAHUF SPL-3","CE C/E STx-MDF FIL 5","C/E STx-MDF",5
270,"CP 6413120 FIL 61
FCA VRLUF SPL-106","MSAN 8411-RAHU 1-4-3","MSAN 8411-RAHU 1-4-3
FCA VRLUF SPL-106","CP 6413120 FIL 61",6413120,61
271,"CP 6413064 FIL 105
FCA RA10F SPL-102","MSAN 8411-RAHU 1-4-4","MSAN 8411-RAHU 1-4-4
FCA RA10F SPL-102","CP 6413064 FIL 105",6413064,105
272,"CP 6413120 FIL 62
FCA VRLUF SPL-107","MSAN 8411-RAHU 1-4-5","MSAN 8411-RAHU 1-4-5
FCA VRLUF SPL-107","CP 6413120 FIL 62",6413120,62
274,"CP 6413120 FIL 45
FCA VSTNF SPL-101","MSAN 8411-RAHU 1-4-8","MSAN 8411-RAHU 1-4-8
FCA VSTNF SPL-101","CP 6413120 FIL 45",6413120,45
275,"CP 6413121 FIL 78
FCA RA02F SPL-101","MSAN 8411-RAHU 1-4-6","MSAN 8411-RAHU 1-4-6
FCA RA02F SPL-101","CP 6413121 FIL 78",6413121,78
276,"CP 6413120 FIL 46
FCA VSTNF SPL-102","MSAN 8411-RAHU 1-5-1","MSAN 8411-RAHU 1-5-1
FCA VSTNF SPL-102","CP 6413120 FIL 46",6413120,46
277,"CP 6413121 FIL 103
FCA RA03F SPL-102","MSAN 8411-RAHU 1-5-2","MSAN 8411-RAHU 1-5-2
FCA RA03F SPL-102","CP 6413121 FIL 103",6413121,103
278,"CP 6413121 FIL 104
FCA RA03F SPL-104","MSAN 8411-RAHU 1-5-3","MSAN 8411-RAHU 1-5-3
FCA RA03F SPL-104","CP 6413121 FIL 104",6413121,104
279,"CP 6413064 FIL 73
FCA RA07F SPL-105","MSAN 8411-RAHU 1-5-4","MSAN 8411-RAHU 1-5-4
FCA RA07F SPL-105","CP 6413064 FIL 73",6413064,73
280,"CP 6411340 FIL 112
FCA O053F SPL-4","MSAN 8411-RAHU 1-5-5","MSAN 8411-RAHU 1-5-5
FCA O053F SPL-4","CP 6411340 FIL 112",6411340,112
281,"CP 6411340 FIL 113
FCA O053F SPL-5","MSAN 8411-RAHU 1-5-6","MSAN 8411-RAHU 1-5-6
FCA O053F SPL-5","CP 6411340 FIL 113",6411340,113
282,"CP 6411340 FIL 114
FCA O053F SPL-6","MSAN 8411-RAHU 1-5-7","MSAN 8411-RAHU 1-5-7
FCA O053F SPL-6","CP 6411340 FIL 114",6411340,114
283,"CP 6411340 FIL 49
FCA O073F SPL-1","MSAN 8411-RAHU 1-5-8","MSAN 8411-RAHU 1-5-8
FCA O073F SPL-1","CP 6411340 FIL 49",6411340,49
284,"CP 6411340 FIL 51
FCA O073F SPL-3","MSAN 8411-RAHU 1-6-1","MSAN 8411-RAHU 1-6-1
FCA O073F SPL-3","CP 6411340 FIL 51",6411340,51
285,"CP 6411340 FIL 50
FCA O073F SPL-2","MSAN 8411-RAHU 1-6-2","MSAN 8411-RAHU 1-6-2
FCA O073F SPL-2","CP 6411340 FIL 50",6411340,50
286,"CP 6411340 FIL 29
FCA ALOBF SPL-5","MSAN 8411-RAHU 1-6-3","MSAN 8411-RAHU 1-6-3
FCA ALOBF SPL-5","CP 6411340 FIL 29",6411340,29
287,"CP 6411340 FIL 101
FCA O054F SPL-5","MSAN 8411-RAHU 1-6-4","MSAN 8411-RAHU 1-6-4
FCA O054F SPL-5","CP 6411340 FIL 101",6411340,101
288,"CP 6411340 FIL 102
FCA O054F SPL-6","MSAN 8411-RAHU 1-6-5","MSAN 8411-RAHU 1-6-5
FCA O054F SPL-6","CP 6411340 FIL 102",6411340,102
289,"CP 6411340 FIL 103
FCA O054F SPL-7","MSAN 8411-RAHU 1-6-6","MSAN 8411-RAHU 1-6-6
FCA O054F SPL-7","CP 6411340 FIL 103",6411340,103
290,"CP 6411340 FIL 104
FCA O054F SPL-8","MSAN 8411-RAHU 1-6-7","MSAN 8411-RAHU 1-6-7
FCA O054F SPL-8","CP 6411340 FIL 104",6411340,104
291,"CP 6413270 FIL 25
FCA O079F SPL-1","MSAN 8411-RAHU 1-6-8","MSAN 8411-RAHU 1-6-8
FCA O079F SPL-1","CP 6413270 FIL 25",6413270,25
292,"CP 6413270 FIL 26
FCA O079F SPL-2","MSAN 8411-RAHU 1-7-1","MSAN 8411-RAHU 1-7-1
FCA O079F SPL-2","CP 6413270 FIL 26",6413270,26
293,"CP 6413064 FIL 49
FCA RA08F SPL-105","MSAN 8411-RAHU 1-7-2","MSAN 8411-RAHU 1-7-2
FCA RA08F SPL-105","CP 6413064 FIL 49",6413064,49
294,"CP 6413122 FIL 60
FCA BCLNF SPL-12","MSAN 8411-RAHU 1-7-3","MSAN 8411-RAHU 1-7-3
FCA BCLNF SPL-12","CP 6413122 FIL 60",6413122,60
295,"CP 6413120 FIL 47
FCA VSTNF SPL-9","MSAN 8411-RAHU 1-7-4","MSAN 8411-RAHU 1-7-4
FCA VSTNF SPL-9","CP 6413120 FIL 47",6413120,47
296,"CP 6413353 FIL 60
FCA O027F SPL-12","MSAN 8411-RAHU 1-7-5","MSAN 8411-RAHU 1-7-5
FCA O027F SPL-12","CP 6413353 FIL 60",6413353,60
297,"CP 6413353 FIL 61
FCA O027F SPL-13","MSAN 8411-RAHU 1-7-6","MSAN 8411-RAHU 1-7-6
FCA O027F SPL-13","CP 6413353 FIL 61",6413353,61
298,"CP 6413120 FIL 63
FCA VRLUF SPL-108","MSAN 8411-RAHU 1-7-7","MSAN 8411-RAHU 1-7-7
FCA VRLUF SPL-108","CP 6413120 FIL 63",6413120,63
299,"CP 6413120 FIL 64
FCA VRLUF SPL-109","MSAN 8411-RAHU 1-7-8","MSAN 8411-RAHU 1-7-8
FCA VRLUF SPL-109","CP 6413120 FIL 64",6413120,64
300,"CP 6413428 FIL 37
FCA ULLGF SPL-1","MSAN 8405-PSCH 1-1-1","MSAN 8405-PSCH 1-1-1
FCA ULLGF SPL-1","CP 6413428 FIL 37",6413428,37
301,"CP 6413428 FIL 38
FCA ULLGF SPL-2","MSAN 8405-PSCH 1-1-2","MSAN 8405-PSCH 1-1-2
FCA ULLGF SPL-2","CP 6413428 FIL 38",6413428,38
302,"CP 6413428 FIL 39
FCA ULLGF SPL-3","MSAN 8405-PSCH 1-1-3","MSAN 8405-PSCH 1-1-3
FCA ULLGF SPL-3","CP 6413428 FIL 39",6413428,39
303,"FOT 6413431 FIL 25
FCA O024F SPL-1","MSAN 8405-PSCH 1-1-4","MSAN 8405-PSCH 1-1-4
FCA O024F SPL-1","FOT 6413431 FIL 25",6413431,25
304,"FOT 6413431 FIL 26
FCA O024F SPL-2","MSAN 8405-PSCH 1-1-6","MSAN 8405-PSCH 1-1-6
FCA O024F SPL-2","FOT 6413431 FIL 26",6413431,26
305,"CP 6413266 FIL 49
FCA ABLLF SPL-1","MSAN 9433-PSCH 1-1-1","MSAN 9433-PSCH 1-1-1
FCA ABLLF SPL-1","CP 6413266 FIL 49",6413266,49
306,"CP 6413266 FIL 50
FCA ABLLF SPL-2","MSAN 9433-PSCH 1-1-2","MSAN 9433-PSCH 1-1-2
FCA ABLLF SPL-2","CP 6413266 FIL 50",6413266,50
307,"CP 6413266 FIL 51
FCA ABLLF SPL-3","MSAN 9433-PSCH 1-1-3","MSAN 9433-PSCH 1-1-3
FCA ABLLF SPL-3","CP 6413266 FIL 51",6413266,51
308,"CP 6413266 FIL 1
FCA CPNTF SPL-1","MSAN 9433-PSCH 1-1-4","MSAN 9433-PSCH 1-1-4
FCA CPNTF SPL-1","CP 6413266 FIL 1",6413266,1
309,"CP 6413266 FIL 2
FCA CPNTF SPL-2","MSAN 9433-PSCH 1-2-1","MSAN 9433-PSCH 1-2-1
FCA CPNTF SPL-2","CP 6413266 FIL 2",6413266,2
310,"CP 6413266 FIL 25
FCA PS09F SPL-1","MSAN 9433-PSCH 1-2-2","MSAN 9433-PSCH 1-2-2
FCA PS09F SPL-1","CP 6413266 FIL 25",6413266,25
311,"CP 6413266 FIL 26
FCA PS09F SPL-2","MSAN 9433-PSCH 1-2-3","MSAN 9433-PSCH 1-2-3
FCA PS09F SPL-2","CP 6413266 FIL 26",6413266,26
312,"CP 6413227 FIL 49
FCA O017F SPL-1","MSAN 9433-PSCH 1-2-4","MSAN 9433-PSCH 1-2-4
FCA O017F SPL-1","CP 6413227 FIL 49",6413227,49
313,"CP 6413227 FIL 50
FCA O017F SPL-1","MSAN 9433-PSCH 1-3-1","MSAN 9433-PSCH 1-3-1
FCA O017F SPL-1","CP 6413227 FIL 50",6413227,50
314,"CP 6413227 FIL 55
FCA O018F SPL-1","MSAN 9433-PSCH 1-3-2","MSAN 9433-PSCH 1-3-2
FCA O018F SPL-1","CP 6413227 FIL 55",6413227,55
315,"CP 6413227 FIL 56
FCA O018F SPL-1","MSAN 9433-PSCH 1-3-3","MSAN 9433-PSCH 1-3-3
FCA O018F SPL-1","CP 6413227 FIL 56",6413227,56
316,"CP 6413227 FIL 61
FCA O019F SPL-1","MSAN 9433-PSCH 1-3-4","MSAN 9433-PSCH 1-3-4
FCA O019F SPL-1","CP 6413227 FIL 61",6413227,61
317,"CP 6413227 FIL 100
FCA PS21F SPL-4","MSAN 9433-PSCH 1-4-1","MSAN 9433-PSCH 1-4-1
FCA PS21F SPL-4","CP 6413227 FIL 100",6413227,100
318,"CP 6413275 FIL 271
FCA O015F SPL-1","MSAN 9433-PSCH 1-4-2","MSAN 9433-PSCH 1-4-2
FCA O015F SPL-1","CP 6413275 FIL 271",6413275,271
319,"CP 6413275 FIL 277
FCA O016F SPL-1","MSAN 9433-PSCH 1-4-3","MSAN 9433-PSCH 1-4-3
FCA O016F SPL-1","CP 6413275 FIL 277",6413275,277
320,"CP 6413275 FIL 278
FCA O016F SPL-2","MSAN 9433-PSCH 1-4-4","MSAN 9433-PSCH 1-4-4
FCA O016F SPL-2","CP 6413275 FIL 278",6413275,278
321,"CE 6413286 FIL 33
FCA OS04F SPL-4","MSAN 9433-PSCH 1-5-1","MSAN 9433-PSCH 1-5-1
FCA OS04F SPL-4","CE 6413286 FIL 33",6413286,33
322,"CP 6413275 FIL 147
FCA PS15F SPL-3","MSAN 9433-PSCH 1-5-2","MSAN 9433-PSCH 1-5-2
FCA PS15F SPL-3","CP 6413275 FIL 147",6413275,147
323,"CP 6413227 FIL 73
FCA O011F SPL-1","MSAN 9433-PSCH 1-5-3","MSAN 9433-PSCH 1-5-3
FCA O011F SPL-1","CP 6413227 FIL 73",6413227,73
324,"CP 6413227 FIL 74
FCA O011F SPL-2","MSAN 9433-PSCH 1-5-4","MSAN 9433-PSCH 1-5-4
FCA O011F SPL-2","CP 6413227 FIL 74",6413227,74
325,"CP 6413227 FIL 75
FCA O011F SPL-3","MSAN 9433-PSCH 1-6-1","MSAN 9433-PSCH 1-6-1
FCA O011F SPL-3","CP 6413227 FIL 75",6413227,75
326,"CP 6413227 FIL 79
FCA O012F SPL-1","MSAN 9433-PSCH 1-6-2","MSAN 9433-PSCH 1-6-2
FCA O012F SPL-1","CP 6413227 FIL 79",6413227,79
327,"CP 6413227 FIL 80
FCA O012F SPL-2","MSAN 9433-PSCH 1-6-3","MSAN 9433-PSCH 1-6-3
FCA O012F SPL-2","CP 6413227 FIL 80",6413227,80
328,"CP 6413227 FIL 85
FCA O013F SPL-1","MSAN 9433-PSCH 1-6-4","MSAN 9433-PSCH 1-6-4
FCA O013F SPL-1","CP 6413227 FIL 85",6413227,85
329,"CP 6413227 FIL 86
FCA O013F SPL-2","MSAN 9433-PSCH 1-7-1","MSAN 9433-PSCH 1-7-1
FCA O013F SPL-2","CP 6413227 FIL 86",6413227,86
330,"CP 6413227 FIL 91
FCA O014F SPL-1","MSAN 9433-PSCH 1-7-2","MSAN 9433-PSCH 1-7-2
FCA O014F SPL-1","CP 6413227 FIL 91",6413227,91
331,"CP 6413227 FIL 92
FCA O014F SPL-2","MSAN 9433-PSCH 1-7-3","MSAN 9433-PSCH 1-7-3
FCA O014F SPL-2","CP 6413227 FIL 92",6413227,92
332,"CP 6413442 FIL 88
FCA PS04F SPL-4","MSAN 9433-PSCH 1-7-4","MSAN 9433-PSCH 1-7-4
FCA PS04F SPL-4","CP 6413442 FIL 88",6413442,88
333,"CP 6413227 FIL 244
FCA CDSMF SPL-4","MSAN 9433-PSCH 1-8-1","MSAN 9433-PSCH 1-8-1
FCA CDSMF SPL-4","CP 6413227 FIL 244",6413227,244
334,"CP 6413275 FIL 32
FCA LALDF SPL-8","MSAN 9433-PSCH 1-8-4","MSAN 9433-PSCH 1-8-4
FCA LALDF SPL-8","CP 6413275 FIL 32",6413275,32
335,"CP 6413227 FIL 196
FCA GUB2F SPL-4","MSAN 9433-PSCH 1-9-2","MSAN 9433-PSCH 1-9-2
FCA GUB2F SPL-4","CP 6413227 FIL 196",6413227,196
336,"CP 6413525 FIL 25
FCA O020F SPL-1","MSAN 9433-PSCH 1-9-3","MSAN 9433-PSCH 1-9-3
FCA O020F SPL-1","CP 6413525 FIL 25",6413525,25
337,"CP 6413227 FIL 228
FCA GBUF SPL-8","MSAN 9433-PSCH 1-9-4","MSAN 9433-PSCH 1-9-4
FCA GBUF SPL-8","CP 6413227 FIL 228",6413227,228
338,"CP 6413275 FIL 55
FCA PS18F SPL-7","MSAN 9433-PSCH 1-0-1","MSAN 9433-PSCH 1-0-1
FCA PS18F SPL-7","CP 6413275 FIL 55",6413275,55
339,"CP 6413275 FIL 56
FCA PS18F SPL-8","MSAN 9433-PSCH 1-0-2","MSAN 9433-PSCH 1-0-2
FCA PS18F SPL-8","CP 6413275 FIL 56",6413275,56
340,"CP 6413275 FIL 57
FCA PS18F SPL-9","MSAN 9433-PSCH 1-0-3","MSAN 9433-PSCH 1-0-3
FCA PS18F SPL-9","CP 6413275 FIL 57",6413275,57
341,"CP 6413227 FIL 158
FCA O021F SPL-1","MSAN 9433-PSCH 1-0-4","MSAN 9433-PSCH 1-0-4
FCA O021F SPL-1","CP 6413227 FIL 158",6413227,158
342,"CP 6413227 FIL 227
FCA GBUF SPL-9","MSAN 9433-PSCH 1-1-1","MSAN 9433-PSCH 1-1-1
FCA GBUF SPL-9","CP 6413227 FIL 227",6413227,227
343,"CE SDLU-MDF FIL 4
FCA PSCHF SPL-4","MSAN 9433-PSCH 1-1-2","MSAN 9433-PSCH 1-1-2
FCA PSCHF SPL-4","CE SDLU-MDF FIL 4",SDLU-MDF,4
344,"CP 6413227 FIL 172
FCA LGL2F SPL-4","MSAN 9433-PSCH 1-1-3","MSAN 9433-PSCH 1-1-3
FCA LGL2F SPL-4","CP 6413227 FIL 172",6413227,172
345,"CP 6413227 FIL 173
FCA LGL2F SPL-5","MSAN 9433-PSCH 1-1-4","MSAN 9433-PSCH 1-1-4
FCA LGL2F SPL-5","CP 6413227 FIL 173",6413227,173
346,"CP 6413227 FIL 2
FCA PQQ1RF SPL-2","MSAN 9433-PSCH 1-2-1","MSAN 9433-PSCH 1-2-1
FCA PQQ1RF SPL-2","CP 6413227 FIL 2",6413227,2
347,"CE 6413286 FIL 31
FCA OS04F SPL-1","MSAN 9433-PSCH 1-2-2","MSAN 9433-PSCH 1-2-2
FCA OS04F SPL-1","CE 6413286 FIL 31",6413286,31
348,"CP 6413442 FIL 57
FCA PS05F SPL-106","MSAN 9433-PSCH 1-2-3","MSAN 9433-PSCH 1-2-3
FCA PS05F SPL-106","CP 6413442 FIL 57",6413442,57
349,"CP 6413227 FIL 226
FCA GUBF SPL-5","MSAN 9433-PSCH 1-2-4","MSAN 9433-PSCH 1-2-4
FCA GUBF SPL-5","CP 6413227 FIL 226",6413227,226
350,"CP 6413275 FIL 7
FCA SDBEF SPL-7","MSAN 9433-PSCH 1-3-1","MSAN 9433-PSCH 1-3-1
FCA SDBEF SPL-7","CP 6413275 FIL 7",6413275,7
351,"CP 6413275 FIL 173
FCA PS16F SPL-5","MSAN 9433-PSCH 1-3-2","MSAN 9433-PSCH 1-3-2
FCA PS16F SPL-5","CP 6413275 FIL 173",6413275,173
352,"CP 6413227 FIL 167
FCA PS11F SPL-3","MSAN 9433-PSCH 1-3-3","MSAN 9433-PSCH 1-3-3
FCA PS11F SPL-3","CP 6413227 FIL 167",6413227,167
353,"CP 6413227 FIL 169
FCA LGL2F SPL-1","MSAN 9433-PSCH 1-3-4","MSAN 9433-PSCH 1-3-4
FCA LGL2F SPL-1","CP 6413227 FIL 169",6413227,169
354,"CP 6413227 FIL 170
FCA LGL2F SPL-2","MSAN 9433-PSCH 1-4-1","MSAN 9433-PSCH 1-4-1
FCA LGL2F SPL-2","CP 6413227 FIL 170",6413227,170
355,"CP 6413227 FIL 171
FCA LGL2F SPL-3","MSAN 9433-PSCH 1-4-2","MSAN 9433-PSCH 1-4-2
FCA LGL2F SPL-3","CP 6413227 FIL 171",6413227,171
356,"CP 6413506 FIL 101
FCA O099F SPL-5","MSAN 9433-PSCH 1-4-3","MSAN 9433-PSCH 1-4-3
FCA O099F SPL-5","CP 6413506 FIL 101",6413506,101
357,"CP 6413227 FIL 15
FCA PQOR03 SPL-3","MSAN 9433-PSCH 1-4-4","MSAN 9433-PSCH 1-4-4
FCA PQOR03 SPL-3","CP 6413227 FIL 15",6413227,15
358,"CP 6413275 FIL 49
FCA PS18F SPL-1","MSAN 9463-PSCH 1-1-3","MSAN 9463-PSCH 1-1-3
FCA PS18F SPL-1","CP 6413275 FIL 49",6413275,49
359,"CP 6413227 FIL 217
FCA GUBF SPL-1","MSAN 9463-PSCH 1-1-1","MSAN 9463-PSCH 1-1-1
FCA GUBF SPL-1","CP 6413227 FIL 217",6413227,217
360,"CP 6413266 FIL 63
FCA ABLLF SPL-106","MSAN 9463-PSCH 1-1-2","MSAN 9463-PSCH 1-1-2
FCA ABLLF SPL-106","CP 6413266 FIL 63",6413266,63
361,"CP 6413227 FIL 97
FCA PS21F SPL-1","MSAN 9463-PSCH 1-2-1","MSAN 9463-PSCH 1-2-1
FCA PS21F SPL-1","CP 6413227 FIL 97",6413227,97
362,"Anillo 6411026-LI FIL 31
FCA Lomas de Pilauco SPL-1","MSAN 9463-PSCH 1-2-2","MSAN 9463-PSCH 1-2-2
FCA Lomas de Pilauco SPL-1","Anillo 6411026-LI FIL 31",6411026-LI,31
363,"CP 6413275 FIL 100
FCA PS19F SPL-4","MSAN 9463-PSCH 1-2-3","MSAN 9463-PSCH 1-2-3
FCA PS19F SPL-4","CP 6413275 FIL 100",6413275,100
364,"CP 6413275 FIL 101
FCA PS19F SPL-5","MSAN 9463-PSCH 1-2-4","MSAN 9463-PSCH 1-2-4
FCA PS19F SPL-5","CP 6413275 FIL 101",6413275,101
365,"CP 6413275 FIL 97
FCA PS19F SPL-1","MSAN 9463-PSCH 1-3-1","MSAN 9463-PSCH 1-3-1
FCA PS19F SPL-1","CP 6413275 FIL 97",6413275,97
366,"CP 6413227 FIL 218
FCA GUBF SPL-2","MSAN 9463-PSCH 1-3-2","MSAN 9463-PSCH 1-3-2
FCA GUBF SPL-2","CP 6413227 FIL 218",6413227,218
367,"Anillo 6411052-LI FIL 24
FCA PS02F SPL-2","MSAN 9463-PSCH 1-3-3","MSAN 9463-PSCH 1-3-3
FCA PS02F SPL-2","Anillo 6411052-LI FIL 24",6411052-LI,24
368,"CP 6413275 FIL 50
FCA PS18F SPL-2","MSAN 9463-PSCH 1-3-4","MSAN 9463-PSCH 1-3-4
FCA PS18F SPL-2","CP 6413275 FIL 50",6413275,50
369,"CP 6413275 FIL 25
FCA LALDF SPL-1","MSAN 9463-PSCH 1-4-1","MSAN 9463-PSCH 1-4-1
FCA LALDF SPL-1","CP 6413275 FIL 25",6413275,25
370,"CP 6413275 FIL 96
FCA LALDF SPL-2","MSAN 9463-PSCH 1-4-2","MSAN 9463-PSCH 1-4-2
FCA LALDF SPL-2","CP 6413275 FIL 96",6413275,96
371,"CP 6413227 FIL 98
FCA PS21F SPL-2","MSAN 9463-PSCH 1-4-3","MSAN 9463-PSCH 1-4-3
FCA PS21F SPL-2","CP 6413227 FIL 98",6413227,98
372,"CP 6413227 FIL 219
FCA GUBF SPL-3","MSAN 9463-PSCH 1-4-4","MSAN 9463-PSCH 1-4-4
FCA GUBF SPL-3","CP 6413227 FIL 219",6413227,219
373,"Anillo 6411026-LI FIL 32
FCA Lomas de Pilauco SPL-2","MSAN 9463-PSCH 1-5-2","MSAN 9463-PSCH 1-5-2
FCA Lomas de Pilauco SPL-2","Anillo 6411026-LI FIL 32",6411026-LI,32
374,"CP 6413275 FIL 99
FCA PS19F SPL-3","MSAN 9463-PSCH 1-5-3","MSAN 9463-PSCH 1-5-3
FCA PS19F SPL-3","CP 6413275 FIL 99",6413275,99
375,"Anillo 6411026-LI FIL 33
FCA LMPLO SPL-3","MSAN 9463-PSCH 1-6-1","MSAN 9463-PSCH 1-6-1
FCA LMPLO SPL-3","Anillo 6411026-LI FIL 33",6411026-LI,33
376,"Anillo 6411026-LF FIL 25
FCA MKOLF SPL-1","MSAN 9463-PSCH 1-6-2","MSAN 9463-PSCH 1-6-2
FCA MKOLF SPL-1","Anillo 6411026-LF FIL 25",6411026-LF,25
377,"Anillo 6411026-LF FIL 26
FCA MKOLF SPL-2","MSAN 9463-PSCH 1-6-3","MSAN 9463-PSCH 1-6-3
FCA MKOLF SPL-2","Anillo 6411026-LF FIL 26",6411026-LF,26
378,"CP 6413275 FIL 98
FCA PS19F SPL-2","MSAN 9463-PSCH 1-7-1","MSAN 9463-PSCH 1-7-1
FCA PS19F SPL-2","CP 6413275 FIL 98",6413275,98
379,"CP 6413275 FIL 79
FCA CBVF SPL-1","MSAN 9463-PSCH 1-7-3","MSAN 9463-PSCH 1-7-3
FCA CBVF SPL-1","CP 6413275 FIL 79",6413275,79
380,"CP 6413227 FIL 1
FCA PQORF SPL-1","MSAN 9463-PSCH 1-7-4","MSAN 9463-PSCH 1-7-4
FCA PQORF SPL-1","CP 6413227 FIL 1",6413227,1
381,"Anillo 6411026-LF FIL 27
FCA MKOLF SPL-3","MSAN 9463-PSCH 1-8-2","MSAN 9463-PSCH 1-8-2
FCA MKOLF SPL-3","Anillo 6411026-LF FIL 27",6411026-LF,27
