ID,ladoMSANLEFT,ladoMSANRIGHT,ladocabeceraLEFT,ladocabeceraRIGHT,"Nombre del cable",Filamento
382,"CP 6413442 FIL 2
FCA PS13F SPL-2","MSAN 9463-PSCH 1-8-3","MSAN 9463-PSCH 1-8-3
FCA PS13F SPL-2","CP 6413442 FIL 2",6413442,2
383,"CP 6413275 FIL 80
FCA CBVF2 SPL-1","MSAN 9463-PSCH 1-8-4","MSAN 9463-PSCH 1-8-4
FCA CBVF2 SPL-1","CP 6413275 FIL 80",6413275,80
384,"Anillo 6411026-LF FIL 28
FCA MKOLF SPL-4","MSAN 9463-PSCH 1-9-2","MSAN 9463-PSCH 1-9-2
FCA MKOLF SPL-4","Anillo 6411026-LF FIL 28",6411026-LF,28
385,"CP 6413275 FIL 51
FCA PS18F SPL-3","MSAN 9463-PSCH 1-9-3","MSAN 9463-PSCH 1-9-3
FCA PS18F SPL-3","CP 6413275 FIL 51",6413275,51
386,"CP 6413275 FIL 81
FCA CBVF1 SPL-1","MSAN 9463-PSCH 1-9-4","MSAN 9463-PSCH 1-9-4
FCA CBVF1 SPL-1","CP 6413275 FIL 81",6413275,81
387,"CP 6413227 FIL 7
FCA PQOR2F SPL-1","MSAN 9463-PSCH 1-0-1","MSAN 9463-PSCH 1-0-1
FCA PQOR2F SPL-1","CP 6413227 FIL 7",6413227,7
388,"CP 6413227 FIL 265
FCA PS11F SPL-1","MSAN 9463-PSCH 1-0-2","MSAN 9463-PSCH 1-0-2
FCA PS11F SPL-1","CP 6413227 FIL 265",6413227,265
389,"CP 6413275 FIL 27
FCA LALDF SPL-3","MSAN 9463-PSCH 1-0-3","MSAN 9463-PSCH 1-0-3
FCA LALDF SPL-3","CP 6413275 FIL 27",6413275,27
390,"Anillo 6411026-LF FIL 29
FCA MKOLF SPL-5","MSAN 9463-PSCH 1-0-4","MSAN 9463-PSCH 1-0-4
FCA MKOLF SPL-5","Anillo 6411026-LF FIL 29",6411026-LF,29
391,"CP 6413275 FIL 9
FCA SDBEF SPL-9","MSAN 9463-PSCH 1-1-1","MSAN 9463-PSCH 1-1-1
FCA SDBEF SPL-9","CP 6413275 FIL 9",6413275,9
392,"CP 6413275 FIL 10
FCA SDBEF SPL-10","MSAN 9463-PSCH 1-1-2","MSAN 9463-PSCH 1-1-2
FCA SDBEF SPL-10","CP 6413275 FIL 10",6413275,10
393,"CP 6413275 FIL 11
FCA SDBEF SPL-11","MSAN 9463-PSCH 1-1-3","MSAN 9463-PSCH 1-1-3
FCA SDBEF SPL-11","CP 6413275 FIL 11",6413275,11
394,"CP 6413227 FIL 247
FCA CDSMF SPL-8","MSAN 9463-PSCH 1-1-4","MSAN 9463-PSCH 1-1-4
FCA CDSMF SPL-8","CP 6413227 FIL 247",6413227,247
395,"CP 6413275 FIL 145
FCA PS15F SPL-1","MSAN 9463-PSCH 1-3-1","MSAN 9463-PSCH 1-3-1
FCA PS15F SPL-1","CP 6413275 FIL 145",6413275,145
396,"CE 6413286 FIL 32
FCA OS04F SPL-2","MSAN 9463-PSCH 1-3-2","MSAN 9463-PSCH 1-3-2
FCA OS04F SPL-2","CE 6413286 FIL 32",6413286,32
397,"CP 6413275 FIL 169
FCA PS16F SPL-1","MSAN 9463-PSCH 1-3-3","MSAN 9463-PSCH 1-3-3
FCA PS16F SPL-1","CP 6413275 FIL 169",6413275,169
398,"CP 6413227 FIL 222
FCA GUBF SPL-6","MSAN 9463-PSCH 1-3-4","MSAN 9463-PSCH 1-3-4
FCA GUBF SPL-6","CP 6413227 FIL 222",6413227,222
399,"CP 6413227 FIL 99
FCA PS21F SPL-3","MSAN 9463-PSCH 1-4-1","MSAN 9463-PSCH 1-4-1
FCA PS21F SPL-3","CP 6413227 FIL 99",6413227,99
400,"CP 6413275 FIL 28
FCA LALDF SPL-4","MSAN 9463-PSCH 1-4-2","MSAN 9463-PSCH 1-4-2
FCA LALDF SPL-4","CP 6413275 FIL 28",6413275,28
401,"Anillo 6411052-LI FIL 11
FCA SDBEF SPL-1","MSAN 9463-PSCH 1-4-3","MSAN 9463-PSCH 1-4-3
FCA SDBEF SPL-1","Anillo 6411052-LI FIL 11",6411052-LI,11
402,"CP 6413275 FIL 170
FCA PS16F SPL-2","MSAN 9463-PSCH 1-4-4","MSAN 9463-PSCH 1-4-4
FCA PS16F SPL-2","CP 6413275 FIL 170",6413275,170
403,"CP 6413442 FIL 89
FCA PS04F SPL-5","MSAN 8405-PSCH 1-1-8","MSAN 8405-PSCH 1-1-8
FCA PS04F SPL-5","CP 6413442 FIL 89",6413442,89
404,"CP 6413442 FIL 28
FCA PS06F SPL-4","MSAN 8405-PSCH 1-2-1","MSAN 8405-PSCH 1-2-1
FCA PS06F SPL-4","CP 6413442 FIL 28",6413442,28
405,"CP 6413275 FIL 103
FCA PS19F SPL-7","MSAN 8405-PSCH 1-3-3","MSAN 8405-PSCH 1-3-3
FCA PS19F SPL-7","CP 6413275 FIL 103",6413275,103
406,"CP 6413227 FIL 124
FCA LGLDF SPL-4","MSAN 8405-PSCH 1-3-4","MSAN 8405-PSCH 1-3-4
FCA LGLDF SPL-4","CP 6413227 FIL 124",6413227,124
407,"FOT 6413431 FIL 31
FCA O035F SPL-1","MSAN 8405-PSCH 1-5-1","MSAN 8405-PSCH 1-5-1
FCA O035F SPL-1","FOT 6413431 FIL 31",6413431,31
408,"CP 6413442 FIL 90
FCA PS04F SPL-6","MSAN 8405-PSCH 1-5-3","MSAN 8405-PSCH 1-5-3
FCA PS04F SPL-6","CP 6413442 FIL 90",6413442,90
409,"CP 6413442 FIL 3
FCA PS05F SPL-3","MSAN 8405-PSCH 1-6-1","MSAN 8405-PSCH 1-6-1
FCA PS05F SPL-3","CP 6413442 FIL 3",6413442,3
410,"CP 6413506 FIL 77
FCA O043F SPL-5","MSAN 8405-PSCH 1-6-3","MSAN 8405-PSCH 1-6-3
FCA O043F SPL-5","CP 6413506 FIL 77",6413506,77
411,"CP 6413506 FIL 78
FCA O043F SPL-6","MSAN 8405-PSCH 1-6-4","MSAN 8405-PSCH 1-6-4
FCA O043F SPL-6","CP 6413506 FIL 78",6413506,78
412,"CP 6413442 FIL 29
FCA PS06F SPL-5","MSAN 8405-PSCH 1-7-4","MSAN 8405-PSCH 1-7-4
FCA PS06F SPL-5","CP 6413442 FIL 29",6413442,29
413,"CP 6413227 FIL 269
FCA PS11F SPL-5","MSAN 8405-PSCH 1-7-6","MSAN 8405-PSCH 1-7-6
FCA PS11F SPL-5","CP 6413227 FIL 269",6413227,269
414,"CP 6413506 FIL 73
FCA O043F SPL-1","MSAN 8405-PSCH 1-8-5","MSAN 8405-PSCH 1-8-5
FCA O043F SPL-1","CP 6413506 FIL 73",6413506,73
415,"CP 6413506 FIL 74
FCA O043F SPL-2","MSAN 8405-PSCH 1-8-6","MSAN 8405-PSCH 1-8-6
FCA O043F SPL-2","CP 6413506 FIL 74",6413506,74
416,"CP 6413506 FIL 75
FCA O043F SPL-3","MSAN 8405-PSCH 1-8-7","MSAN 8405-PSCH 1-8-7
FCA O043F SPL-3","CP 6413506 FIL 75",6413506,75
417,"CP 6413275 FIL 36
FCA LALDF SPL-103","MSAN 8405-PSCH 1-8-8","MSAN 8405-PSCH 1-8-8
FCA LALDF SPL-103","CP 6413275 FIL 36",6413275,36
418,"CP 6413275 FIL 149
FCA PS15F SPL-5","MSAN 8405-PSCH 1-1-1","MSAN 8405-PSCH 1-1-1
FCA PS15F SPL-5","CP 6413275 FIL 149",6413275,149
419,"CP 6413442 FIL 97
FCA O044F SPL-1","MSAN 8405-PSCH 1-1-2","MSAN 8405-PSCH 1-1-2
FCA O044F SPL-1","CP 6413442 FIL 97",6413442,97
420,"CP 6413442 FIL 98
FCA O044F SPL-2","MSAN 8405-PSCH 1-1-3","MSAN 8405-PSCH 1-1-3
FCA O044F SPL-2","CP 6413442 FIL 98",6413442,98
421,"CP 6413442 FIL 52
FCA PS05F SPL-101","MSAN 8405-PSCH 1-1-5","MSAN 8405-PSCH 1-1-5
FCA PS05F SPL-101","CP 6413442 FIL 52",6413442,52
422,"CP 6413442 FIL 99
FCA O044F SPL-3","MSAN 8405-PSCH 1-1-4","MSAN 8405-PSCH 1-1-4
FCA O044F SPL-3","CP 6413442 FIL 99",6413442,99
423,"CP 6413442 FIL 53
FCA PS05F SPL-102","MSAN 8405-PSCH 1-1-6","MSAN 8405-PSCH 1-1-6
FCA PS05F SPL-102","CP 6413442 FIL 53",6413442,53
424,"CP 6413442 FIL 54
FCA PS05F SPL-103","MSAN 8405-PSCH 1-1-7","MSAN 8405-PSCH 1-1-7
FCA PS05F SPL-103","CP 6413442 FIL 54",6413442,54
425,"CP 6413442 FIL 55
FCA PS05F SPL-104","MSAN 8405-PSCH 1-1-8","MSAN 8405-PSCH 1-1-8
FCA PS05F SPL-104","CP 6413442 FIL 55",6413442,55
426,"CP 6413442 FIL 56
FCA PS05F SPL-105","MSAN 8405-PSCH 1-2-1","MSAN 8405-PSCH 1-2-1
FCA PS05F SPL-105","CP 6413442 FIL 56",6413442,56
427,"CP 6413442 FIL 31
FCA PS06F SPL-101","MSAN 8405-PSCH 1-2-2","MSAN 8405-PSCH 1-2-2
FCA PS06F SPL-101","CP 6413442 FIL 31",6413442,31
428,"CE SDLU-MDF FIL 5
FCA PSCHF SPL-101","MSAN 8405-PSCH 1-2-3","MSAN 8405-PSCH 1-2-3
FCA PSCHF SPL-101","CE SDLU-MDF FIL 5",SDLU-MDF,5
429,"CE SDLU-MDF FIL 6
FCA PSCHF SPL-102","MSAN 8405-PSCH 1-2-4","MSAN 8405-PSCH 1-2-4
FCA PSCHF SPL-102","CE SDLU-MDF FIL 6",SDLU-MDF,6
430,"CE SDLU-MDF FIL 7
FCA PSCHF SPL-103","MSAN 8405-PSCH 1-2-5","MSAN 8405-PSCH 1-2-5
FCA PSCHF SPL-103","CE SDLU-MDF FIL 7",SDLU-MDF,7
431,"CE SDLU-MDF FIL 8
FCA PSCHF SPL-104","MSAN 8405-PSCH 1-2-6","MSAN 8405-PSCH 1-2-6
FCA PSCHF SPL-104","CE SDLU-MDF FIL 8",SDLU-MDF,8
432,"CE SDLU-MDF FIL 9
FCA PSCHF SPL-105","MSAN 8405-PSCH 1-2-7","MSAN 8405-PSCH 1-2-7
FCA PSCHF SPL-105","CE SDLU-MDF FIL 9",SDLU-MDF,9
433,"CP 6413226 FIL 56
FCA ABLLF SPL-7","MSAN 8405-PSCH 1-2-8","MSAN 8405-PSCH 1-2-8
FCA ABLLF SPL-7","CP 6413226 FIL 56",6413226,56
434,"CP 6413227 FIL 177
FCA LGL2F SPL-103","MSAN 8405-PSCH 1-3-1","MSAN 8405-PSCH 1-3-1
FCA LGL2F SPL-103","CP 6413227 FIL 177",6413227,177
435,"CP 6413275 FIL 151
FCA PS15F SPL-102","MSAN 8405-PSCH 1-3-8","MSAN 8405-PSCH 1-3-8
FCA PS15F SPL-102","CP 6413275 FIL 151",6413275,151
436,"CP 6413227 FIL 178
FCA LGL2F SPL-104","MSAN 8405-PSCH 1-3-2","MSAN 8405-PSCH 1-3-2
FCA LGL2F SPL-104","CP 6413227 FIL 178",6413227,178
437,"CP 6413227 FIL 179
FCA LGL2F SPL-105","MSAN 8405-PSCH 1-3-3","MSAN 8405-PSCH 1-3-3
FCA LGL2F SPL-105","CP 6413227 FIL 179",6413227,179
438,"CP 6413227 FIL 180
FCA LGL2F SPL-106","MSAN 8405-PSCH 1-3-4","MSAN 8405-PSCH 1-3-4
FCA LGL2F SPL-106","CP 6413227 FIL 180",6413227,180
439,"CP 6413227 FIL 231
FCA GBUF SPL-103","MSAN 8405-PSCH 1-3-5","MSAN 8405-PSCH 1-3-5
FCA GBUF SPL-103","CP 6413227 FIL 231",6413227,231
440,"CP 6413227 FIL 254
FCA CDMSF SPL-102","MSAN 8405-PSCH 1-3-6","MSAN 8405-PSCH 1-3-6
FCA CDMSF SPL-102","CP 6413227 FIL 254",6413227,254
441,"CP 6413275 FIL 150
FCA PS15F SPL-101","MSAN 8405-PSCH 1-3-7","MSAN 8405-PSCH 1-3-7
FCA PS15F SPL-101","CP 6413275 FIL 150",6413275,150
442,"CP 6413275 FIL 152
FCA PS15F SPL-103","MSAN 8405-PSCH 1-4-1","MSAN 8405-PSCH 1-4-1
FCA PS15F SPL-103","CP 6413275 FIL 152",6413275,152
443,"CP 6413275 FIL 178
FCA PS16F SPL-103","MSAN 8405-PSCH 1-4-8","MSAN 8405-PSCH 1-4-8
FCA PS16F SPL-103","CP 6413275 FIL 178",6413275,178
444,"CP 6413275 FIL 153
FCA PS15F SPL-104","MSAN 8405-PSCH 1-4-2","MSAN 8405-PSCH 1-4-2
FCA PS15F SPL-104","CP 6413275 FIL 153",6413275,153
445,"CP 6413275 FIL 154
FCA PS15F SPL-105","MSAN 8405-PSCH 1-4-3","MSAN 8405-PSCH 1-4-3
FCA PS15F SPL-105","CP 6413275 FIL 154",6413275,154
446,"CP 6413266 FIL 57
FCA ABLLF SPL-8","MSAN 8405-PSCH 1-4-4","MSAN 8405-PSCH 1-4-4
FCA ABLLF SPL-8","CP 6413266 FIL 57",6413266,57
447,"CE SDLU-MDF FIL 10
FCA PSCHF SPL-5","MSAN 8405-PSCH 1-4-5","MSAN 8405-PSCH 1-4-5
FCA PSCHF SPL-5","CE SDLU-MDF FIL 10",SDLU-MDF,10
448,"CP 6413275 FIL 176
FCA PS16F SPL-101","MSAN 8405-PSCH 1-4-6","MSAN 8405-PSCH 1-4-6
FCA PS16F SPL-101","CP 6413275 FIL 176",6413275,176
449,"CP 6413275 FIL 177
FCA PS16F SPL-102","MSAN 8405-PSCH 1-4-7","MSAN 8405-PSCH 1-4-7
FCA PS16F SPL-102","CP 6413275 FIL 177",6413275,177
450,"CP 6413275 FIL 179
FCA PS16F SPL-105","MSAN 8405-PSCH 1-5-1","MSAN 8405-PSCH 1-5-1
FCA PS16F SPL-105","CP 6413275 FIL 179",6413275,179
451,"CP 6413275 FIL 180
FCA PS16F SPL-105","MSAN 8405-PSCH 1-5-2","MSAN 8405-PSCH 1-5-2
FCA PS16F SPL-105","CP 6413275 FIL 180",6413275,180
452,"CP 6413227 FIL 126
FCA LGLDF SPL-6","MSAN 8405-PSCH 1-5-3","MSAN 8405-PSCH 1-5-3
FCA LGLDF SPL-6","CP 6413227 FIL 126",6413227,126
453,"CP 6413506 FIL 76
FCA O043F SPL-4","MSAN 8405-PSCH 1-5-4","MSAN 8405-PSCH 1-5-4
FCA O043F SPL-4","CP 6413506 FIL 76",6413506,76
454,"CP 6413227 FIL 51
FCA O017F SPL-3","MSAN 8405-PSCH 1-5-5","MSAN 8405-PSCH 1-5-5
FCA O017F SPL-3","CP 6413227 FIL 51",6413227,51
455,"CP 6413227 FIL 57
FCA O018F SPL-3","MSAN 8405-PSCH 1-5-6","MSAN 8405-PSCH 1-5-6
FCA O018F SPL-3","CP 6413227 FIL 57",6413227,57
456,"CP 6413227 FIL 62
FCA O019F SPL-2","MSAN 8405-PSCH 1-5-7","MSAN 8405-PSCH 1-5-7
FCA O019F SPL-2","CP 6413227 FIL 62",6413227,62
457,"CP 6413275 FIL 14
FCA SDBEF SPL-14","MSAN 8405-PSCH 1-5-8","MSAN 8405-PSCH 1-5-8
FCA SDBEF SPL-14","CP 6413275 FIL 14",6413275,14
458,"CP 6413266 FIL 28
FCA PS09F SPL-4","MSAN 8405-PSCH 1-6-1","MSAN 8405-PSCH 1-6-1
FCA PS09F SPL-4","CP 6413266 FIL 28",6413266,28
459,"CP 6413506 FIL 79
FCA O043F SPL-7","MSAN 8405-PSCH 1-6-8","MSAN 8405-PSCH 1-6-8
FCA O043F SPL-7","CP 6413506 FIL 79",6413506,79
460,"CP 6413428 FIL 42
FCA ULLGF SPL-6","MSAN 8405-PSCH 1-6-2","MSAN 8405-PSCH 1-6-2
FCA ULLGF SPL-6","CP 6413428 FIL 42",6413428,42
461,"CP 6413442 FIL 73
FCA PS04F SPL-101","MSAN 8405-PSCH 1-6-3","MSAN 8405-PSCH 1-6-3
FCA PS04F SPL-101","CP 6413442 FIL 73",6413442,73
462,"CP 6413442 FIL 74
FCA PS04F SPL-102","MSAN 8405-PSCH 1-6-4","MSAN 8405-PSCH 1-6-4
FCA PS04F SPL-102","CP 6413442 FIL 74",6413442,74
463,"CP 6413442 FIL 75
FCA PS04F SPL-103","MSAN 8405-PSCH 1-6-5","MSAN 8405-PSCH 1-6-5
FCA PS04F SPL-103","CP 6413442 FIL 75",6413442,75
464,"CP 6413442 FIL 76
FCA PS04F SPL-104","MSAN 8405-PSCH 1-6-6","MSAN 8405-PSCH 1-6-6
FCA PS04F SPL-104","CP 6413442 FIL 76",6413442,76
465,"CP 6413226 FIL 29
FCA PS09F SPL-101","MSAN 8405-PSCH 1-6-7","MSAN 8405-PSCH 1-6-7
FCA PS09F SPL-101","CP 6413226 FIL 29",6413226,29
466,"CP 6413506 FIL 1
FCA O055F SPL-1","MSAN 8405-PSCH 1-7-1","MSAN 8405-PSCH 1-7-1
FCA O055F SPL-1","CP 6413506 FIL 1",6413506,1
467,"CP 6413506 FIL 2
FCA O055F SPL-2","MSAN 8405-PSCH 1-7-2","MSAN 8405-PSCH 1-7-2
FCA O055F SPL-2","CP 6413506 FIL 2",6413506,2
468,"CP 6413525 FIL 26
FCA O020F SPL-2","MSAN 8405-PSCH 1-7-3","MSAN 8405-PSCH 1-7-3
FCA O020F SPL-2","CP 6413525 FIL 26",6413525,26
470,"CE C/E SDLU MDF FIL 25
FCA RNGRF SPL-4","MSAN 9491-RNGR 1-1-4","MSAN 9491-RNGR 1-1-4
FCA RNGRF SPL-4","CE C/E SDLU MDF FIL 25","C/E SDLU MDF",25
471,"CE C/E SDLU MDF FIL 3
FCA RNGRF SPL-3","MSAN 9491-RNGR 1-1-3","MSAN 9491-RNGR 1-1-3
FCA RNGRF SPL-3","CE C/E SDLU MDF FIL 3","C/E SDLU MDF",3
472,"CE C/E SDLU MDF FIL 2
FCA RNGRF SPL-2","MSAN 9491-RNGR 1-1-2","MSAN 9491-RNGR 1-1-2
FCA RNGRF SPL-2","CE C/E SDLU MDF FIL 2","C/E SDLU MDF",2
473,"CE C/E SDLU MDF FIL 1
FCA RNGRF SPL-1","MSAN 9491-RNGR 1-1-1","MSAN 9491-RNGR 1-1-1
FCA RNGRF SPL-1","CE C/E SDLU MDF FIL 1","C/E SDLU MDF",1
474,"CE C/E SDLU MDF FIL 13
FCA RNGRF SPL-11","MSAN 9491-RNGR 1-3-3","MSAN 9491-RNGR 1-3-3
FCA RNGRF SPL-11","CE C/E SDLU MDF FIL 13","C/E SDLU MDF",13
475,"CE C/E SDLU MDF FIL 12
FCA RNGRF SPL-11","MSAN 9491-RNGR 1-3-2","MSAN 9491-RNGR 1-3-2
FCA RNGRF SPL-11","CE C/E SDLU MDF FIL 12","C/E SDLU MDF",12
476,"CE C/E SDLU MDF FIL 10
FCA RNGRF SPL-9","MSAN 9491-RNGR 1-3-1","MSAN 9491-RNGR 1-3-1
FCA RNGRF SPL-9","CE C/E SDLU MDF FIL 10","C/E SDLU MDF",10
477,"CE C/E SDLU MDF FIL 14
FCA RNGRF SPL-12","MSAN 9491-RNGR 1-3-4","MSAN 9491-RNGR 1-3-4
FCA RNGRF SPL-12","CE C/E SDLU MDF FIL 14","C/E SDLU MDF",14
478,"CE C/E SDLU MDF FIL 26
FCA RNGRF SPL-16","MSAN 9491-RNGR 1-4-4","MSAN 9491-RNGR 1-4-4
FCA RNGRF SPL-16","CE C/E SDLU MDF FIL 26","C/E SDLU MDF",26
479,"CE C/E SDLU MDF FIL 17
FCA RNGRF SPL-15","MSAN 9491-RNGR 1-4-3","MSAN 9491-RNGR 1-4-3
FCA RNGRF SPL-15","CE C/E SDLU MDF FIL 17","C/E SDLU MDF",17
480,"CE C/E SDLU MDF FIL 16
FCA RNGRF SPL-14","MSAN 9491-RNGR 1-4-2","MSAN 9491-RNGR 1-4-2
FCA RNGRF SPL-14","CE C/E SDLU MDF FIL 16","C/E SDLU MDF",16
481,"CE C/E SDLU MDF FIL 15
FCA RNGRF SPL-13","MSAN 9491-RNGR 1-4-1","MSAN 9491-RNGR 1-4-1
FCA RNGRF SPL-13","CE C/E SDLU MDF FIL 15","C/E SDLU MDF",15
482,"CP 6413449 FIL 1
FCA O026F SPL-1","MSAN 9491-RNGR 1-5-4","MSAN 9491-RNGR 1-5-4
FCA O026F SPL-1","CP 6413449 FIL 1",6413449,1
483,"CE C/E SDLU MDF FIL 18
FCA RNGRF SPL-19","MSAN 9491-RNGR 1-5-3","MSAN 9491-RNGR 1-5-3
FCA RNGRF SPL-19","CE C/E SDLU MDF FIL 18","C/E SDLU MDF",18
484,"CE C/E SDLU MDF FIL 27
FCA RNGRF SPL-17","MSAN 9491-RNGR 1-5-1","MSAN 9491-RNGR 1-5-1
FCA RNGRF SPL-17","CE C/E SDLU MDF FIL 27","C/E SDLU MDF",27
485,"CE C/E SDLU MDF FIL 28
FCA RNGRF SPL-18","MSAN 9491-RNGR 1-5-2","MSAN 9491-RNGR 1-5-2
FCA RNGRF SPL-18","CE C/E SDLU MDF FIL 28","C/E SDLU MDF",28
486,"CE 6413471 FIL 5
FCA RNGRF SPL-105","MSAN 9491-RNGR 1-7-4","MSAN 9491-RNGR 1-7-4
FCA RNGRF SPL-105","CE 6413471 FIL 5",6413471,5
487,"CE 6413471 FIL 4
FCA RNGRF SPL-104","MSAN 9491-RNGR 1-7-3","MSAN 9491-RNGR 1-7-3
FCA RNGRF SPL-104","CE 6413471 FIL 4",6413471,4
488,"CE 6413471 FIL 3
FCA RNGRF SPL-103","MSAN 9491-RNGR 1-7-2","MSAN 9491-RNGR 1-7-2
FCA RNGRF SPL-103","CE 6413471 FIL 3",6413471,3
489,"CE 6413471 FIL 2
FCA RNGRF SPL-102","MSAN 9491-RNGR 1-7-1","MSAN 9491-RNGR 1-7-1
FCA RNGRF SPL-102","CE 6413471 FIL 2",6413471,2
490,"CE 6413471 FIL 9
FCA RNGRF SPL-109","MSAN 9491-RNGR 1-8-4","MSAN 9491-RNGR 1-8-4
FCA RNGRF SPL-109","CE 6413471 FIL 9",6413471,9
491,"CE 6413471 FIL 8
FCA RNGRF SPL-108","MSAN 9491-RNGR 1-8-3","MSAN 9491-RNGR 1-8-3
FCA RNGRF SPL-108","CE 6413471 FIL 8",6413471,8
492,"CE 6413471 FIL 7
FCA RNGRF SPL-107","MSAN 9491-RNGR 1-8-2","MSAN 9491-RNGR 1-8-2
FCA RNGRF SPL-107","CE 6413471 FIL 7",6413471,7
493,"CE 6413471 FIL 6
FCA RNGRF SPL-106","MSAN 9491-RNGR 1-8-1","MSAN 9491-RNGR 1-8-1
FCA RNGRF SPL-106","CE 6413471 FIL 6",6413471,6
494,"CE 6413471 FIL 13
FCA RNGRF SPL-113","MSAN 9491-RNGR 1-9-4","MSAN 9491-RNGR 1-9-4
FCA RNGRF SPL-113","CE 6413471 FIL 13",6413471,13
